Observation station,Year,Month,Day,Snow depth [cm],Date,Average temperature [Â°C],cloud_code,Global radiation mean [W/m2]
Sotkamo Kuolaniemi,2019,3,28,55.0,2019-03-28,0.9,0.0,"77,8"
Sotkamo Kuolaniemi,2019,3,29,53.0,2019-03-29,6.4,2.0,"116,8"
Sotkamo Kuolaniemi,2019,3,30,47.0,2019-03-30,1.5,0.0,138
Sotkamo Kuolaniemi,2019,3,31,46.0,2019-03-31,-0.1,7.0,"170,8"
Sotkamo Kuolaniemi,2019,4,1,46.0,2019-04-01,-0.6,7.0,"159,9"
Sotkamo Kuolaniemi,2019,4,2,45.0,2019-04-02,2.5,0.0,174
Sotkamo Kuolaniemi,2019,4,3,44.0,2019-04-03,4.0,1.0,"173,6"
Sotkamo Kuolaniemi,2019,4,4,42.0,2019-04-04,3.5,2.0,63
Sotkamo Kuolaniemi,2019,4,5,40.0,2019-04-05,0.6,8.0,"36,1"
Sotkamo Kuolaniemi,2019,4,6,40.0,2019-04-06,2.6,8.0,"163,9"
Sotkamo Kuolaniemi,2019,4,7,36.0,2019-04-07,2.2,0.0,"189,6"
Sotkamo Kuolaniemi,2019,4,8,33.0,2019-04-08,-0.4,3.0,"128,2"
Sotkamo Kuolaniemi,2019,4,9,37.0,2019-04-09,-2.4,8.0,"90,1"
Sotkamo Kuolaniemi,2019,4,10,34.0,2019-04-10,-2.6,8.0,"149,2"
Sotkamo Kuolaniemi,2019,4,11,33.0,2019-04-11,-1.7,7.0,"208,4"
Sotkamo Kuolaniemi,2019,4,12,32.0,2019-04-12,1.6,8.0,"109,9"
Sotkamo Kuolaniemi,2019,4,13,30.0,2019-04-13,2.8,8.0,"106,3"
Sotkamo Kuolaniemi,2019,4,14,28.0,2019-04-14,3.5,8.0,"204,1"
Sotkamo Kuolaniemi,2019,4,15,25.0,2019-04-15,4.0,0.0,"221,1"
Sotkamo Kuolaniemi,2019,4,16,21.0,2019-04-16,3.6,0.0,"231,2"
Sotkamo Kuolaniemi,2019,4,17,16.0,2019-04-17,3.7,0.0,"186,7"
Sotkamo Kuolaniemi,2019,4,18,14.0,2019-04-18,3.6,0.0,"234,4"
Sotkamo Kuolaniemi,2019,4,19,10.0,2019-04-19,5.5,1.0,"215,9"
Sotkamo Kuolaniemi,2019,4,20,4.0,2019-04-20,4.3,0.0,"240,1"
Sotkamo Kuolaniemi,2019,4,21,-1.0,2019-04-21,7.5,0.0,169
Sotkamo Kuolaniemi,2019,4,22,-1.0,2019-04-22,7.7,7.0,"170,7"
Sotkamo Kuolaniemi,2019,4,23,-1.0,2019-04-23,12.3,8.0,"233,7"
Sotkamo Kuolaniemi,2019,4,24,-1.0,2019-04-24,12.4,0.0,"225,8"
Sotkamo Kuolaniemi,2019,4,25,-1.0,2019-04-25,9.2,0.0,"210,7"
Sotkamo Kuolaniemi,2019,4,26,-1.0,2019-04-26,9.9,0.0,"235,2"
Sotkamo Kuolaniemi,2019,4,27,-1.0,2019-04-27,4.2,0.0,"202,1"
Sotkamo Kuolaniemi,2019,4,28,-1.0,2019-04-28,1.9,0.0,"258,2"
Sotkamo Kuolaniemi,2019,4,29,-1.0,2019-04-29,6.4,3.0,198
Sotkamo Kuolaniemi,2019,4,30,-1.0,2019-04-30,7.7,0.0,"257,4"
Sotkamo Kuolaniemi,2019,5,1,-1.0,2019-05-01,5.3,2.0,87
Sotkamo Kuolaniemi,2019,5,2,-1.0,2019-05-02,-1.6,8.0,"80,5"
Sotkamo Kuolaniemi,2019,5,3,8.0,2019-05-03,-2.3,8.0,"67,7"
Sotkamo Kuolaniemi,2019,5,4,17.0,2019-05-04,-0.3,8.0,"179,5"
Sotkamo Kuolaniemi,2019,5,5,11.0,2019-05-05,0.7,7.0,"179,9"
Sotkamo Kuolaniemi,2019,5,6,7.0,2019-05-06,3.6,0.0,"225,2"
Sotkamo Kuolaniemi,2019,5,7,2.0,2019-05-07,2.5,7.0,"87,1"
Sotkamo Kuolaniemi,2019,5,8,-1.0,2019-05-08,5.0,8.0,"151,6"
Sotkamo Kuolaniemi,2019,5,9,-1.0,2019-05-09,7.4,0.0,"291,5"
Sotkamo Kuolaniemi,2019,5,10,-1.0,2019-05-10,6.2,0.0,"65,5"
Sotkamo Kuolaniemi,2019,5,11,-1.0,2019-05-11,12.6,9.0,"119,1"
Sotkamo Kuolaniemi,2019,5,12,-1.0,2019-05-12,10.6,7.0,"59,8"
Sotkamo Kuolaniemi,2019,5,13,-1.0,2019-05-13,6.6,7.0,"156,3"
Sotkamo Kuolaniemi,2019,5,14,-1.0,2019-05-14,5.1,7.0,176
Sotkamo Kuolaniemi,2019,5,15,-1.0,2019-05-15,8.1,0.0,"322,1"
Sotkamo Kuolaniemi,2019,5,16,-1.0,2019-05-16,9.9,0.0,"250,3"
Sotkamo Kuolaniemi,2019,5,17,-1.0,2019-05-17,11.8,0.0,"301,5"
Sotkamo Kuolaniemi,2019,5,18,-1.0,2019-05-18,14.4,0.0,"308,4"
Sotkamo Kuolaniemi,2019,5,19,-1.0,2019-05-19,14.6,0.0,301
Sotkamo Kuolaniemi,2019,5,20,-1.0,2019-05-20,12.7,1.0,"161,4"
Sotkamo Kuolaniemi,2019,5,21,-1.0,2019-05-21,13.3,4.0,"185,2"
Sotkamo Kuolaniemi,2019,5,22,-1.0,2019-05-22,10.3,7.0,"97,1"
Sotkamo Kuolaniemi,2019,5,23,-1.0,2019-05-23,5.2,7.0,"236,9"
Sotkamo Kuolaniemi,2019,5,24,-1.0,2019-05-24,5.6,1.0,"128,9"
Sotkamo Kuolaniemi,2019,5,25,-1.0,2019-05-25,7.9,7.0,"110,3"
Sotkamo Kuolaniemi,2019,5,26,-1.0,2019-05-26,8.5,8.0,"113,8"
Sotkamo Kuolaniemi,2019,5,27,-1.0,2019-05-27,9.3,8.0,"159,8"
Sotkamo Kuolaniemi,2019,5,28,-1.0,2019-05-28,10.4,7.0,"149,2"
Sotkamo Kuolaniemi,2019,5,29,-1.0,2019-05-29,10.3,6.0,"64,6"
Sotkamo Kuolaniemi,2019,5,30,-1.0,2019-05-30,11.6,0.0,"319,4"
Sotkamo Kuolaniemi,2019,5,31,-1.0,2019-05-31,8.9,6.0,"177,9"
Sotkamo Kuolaniemi,2019,6,1,-1.0,2019-06-01,9.7,8.0,"222,1"
Sotkamo Kuolaniemi,2019,6,2,-1.0,2019-06-02,10.0,8.0,"276,2"
Sotkamo Kuolaniemi,2019,6,3,-1.0,2019-06-03,10.5,0.0,"216,2"
Sotkamo Kuolaniemi,2019,6,5,-1.0,2019-06-05,16.0,1.0,"298,9"
Sotkamo Kuolaniemi,2019,6,6,-1.0,2019-06-06,21.0,1.0,"285,1"
Sotkamo Kuolaniemi,2019,6,7,-1.0,2019-06-07,23.3,7.0,"307,7"
Sotkamo Kuolaniemi,2019,6,8,-1.0,2019-06-08,22.0,0.0,"264,6"
Sotkamo Kuolaniemi,2019,6,9,-1.0,2019-06-09,18.6,5.0,"210,9"
Sotkamo Kuolaniemi,2019,6,10,-1.0,2019-06-10,14.7,0.0,"209,6"
Sotkamo Kuolaniemi,2019,6,11,-1.0,2019-06-11,8.8,2.0,"250,7"
Sotkamo Kuolaniemi,2019,6,12,-1.0,2019-06-12,9.0,8.0,"292,2"
Sotkamo Kuolaniemi,2019,6,13,-1.0,2019-06-13,11.2,4.0,"289,9"
Sotkamo Kuolaniemi,2019,6,14,-1.0,2019-06-14,16.4,8.0,"355,2"
Sotkamo Kuolaniemi,2019,6,15,-1.0,2019-06-15,18.3,0.0,"316,8"
Sotkamo Kuolaniemi,2019,6,16,-1.0,2019-06-16,19.0,0.0,"353,6"
Sotkamo Kuolaniemi,2019,6,17,-1.0,2019-06-17,18.6,0.0,"223,6"
Sotkamo Kuolaniemi,2019,6,18,-1.0,2019-06-18,18.4,7.0,"245,3"
Sotkamo Kuolaniemi,2019,6,19,-1.0,2019-06-19,16.5,0.0,220
Sotkamo Kuolaniemi,2019,6,20,-1.0,2019-06-20,16.5,2.0,"295,7"
Sotkamo Kuolaniemi,2019,6,21,-1.0,2019-06-21,18.5,5.0,"226,4"
Sotkamo Kuolaniemi,2019,6,22,-1.0,2019-06-22,15.0,6.0,"253,7"
Sotkamo Kuolaniemi,2019,6,23,-1.0,2019-06-23,12.3,7.0,"193,1"
Sotkamo Kuolaniemi,2019,6,24,-1.0,2019-06-24,11.9,6.0,"264,9"
Sotkamo Kuolaniemi,2019,6,25,-1.0,2019-06-25,13.4,0.0,"281,8"
Sotkamo Kuolaniemi,2019,6,26,-1.0,2019-06-26,14.6,0.0,"334,6"
Sotkamo Kuolaniemi,2019,6,27,-1.0,2019-06-27,13.1,8.0,"211,5"
Sotkamo Kuolaniemi,2019,6,28,-1.0,2019-06-28,11.9,0.0,"280,6"
Sotkamo Kuolaniemi,2019,6,29,-1.0,2019-06-29,11.5,0.0,"149,4"
Sotkamo Kuolaniemi,2019,6,30,-1.0,2019-06-30,12.5,7.0,"352,2"
Sotkamo Kuolaniemi,2019,7,1,-1.0,2019-07-01,13.5,7.0,"93,1"
Sotkamo Kuolaniemi,2019,7,2,-1.0,2019-07-02,15.9,2.0,"289,8"
Sotkamo Kuolaniemi,2019,7,3,-1.0,2019-07-03,15.1,7.0,"240,3"
Sotkamo Kuolaniemi,2019,7,4,-1.0,2019-07-04,14.0,0.0,"316,6"
Sotkamo Kuolaniemi,2019,7,5,-1.0,2019-07-05,13.3,0.0,"285,9"
Sotkamo Kuolaniemi,2019,7,6,-1.0,2019-07-06,14.4,7.0,"207,4"
Sotkamo Kuolaniemi,2019,7,7,-1.0,2019-07-07,13.2,1.0,"116,5"
Sotkamo Kuolaniemi,2019,7,8,-1.0,2019-07-08,9.2,8.0,"64,3"
Sotkamo Kuolaniemi,2019,7,9,-1.0,2019-07-09,11.8,8.0,"230,9"
Sotkamo Kuolaniemi,2019,7,10,-1.0,2019-07-10,11.2,7.0,"170,8"
Sotkamo Kuolaniemi,2019,7,11,-1.0,2019-07-11,10.7,7.0,"180,5"
Sotkamo Kuolaniemi,2019,7,12,-1.0,2019-07-12,10.5,7.0,"121,8"
Sotkamo Kuolaniemi,2019,7,13,-1.0,2019-07-13,10.6,7.0,"179,5"
Sotkamo Kuolaniemi,2019,7,14,-1.0,2019-07-14,11.1,7.0,"166,2"
Sotkamo Kuolaniemi,2019,7,15,-1.0,2019-07-15,11.7,2.0,"202,1"
Sotkamo Kuolaniemi,2019,7,16,-1.0,2019-07-16,12.9,5.0,"293,2"
Sotkamo Kuolaniemi,2019,7,17,-1.0,2019-07-17,12.4,3.0,122
Sotkamo Kuolaniemi,2019,7,18,-1.0,2019-07-18,14.7,7.0,"257,9"
Sotkamo Kuolaniemi,2019,7,19,-1.0,2019-07-19,16.1,7.0,"186,1"
Sotkamo Kuolaniemi,2019,7,20,-1.0,2019-07-20,16.2,8.0,"215,7"
Sotkamo Kuolaniemi,2019,7,21,-1.0,2019-07-21,18.0,0.0,"303,9"
Sotkamo Kuolaniemi,2019,7,22,-1.0,2019-07-22,19.0,0.0,"298,5"
Sotkamo Kuolaniemi,2019,7,23,-1.0,2019-07-23,20.0,0.0,"276,4"
Sotkamo Kuolaniemi,2019,7,24,-1.0,2019-07-24,19.5,4.0,"252,5"
Sotkamo Kuolaniemi,2019,7,25,-1.0,2019-07-25,19.8,0.0,"295,2"
Sotkamo Kuolaniemi,2019,7,26,-1.0,2019-07-26,21.8,0.0,"286,3"
Sotkamo Kuolaniemi,2019,7,27,-1.0,2019-07-27,24.5,0.0,"277,1"
Sotkamo Kuolaniemi,2019,7,28,-1.0,2019-07-28,15.8,0.0,"292,7"
Sotkamo Kuolaniemi,2019,7,29,-1.0,2019-07-29,10.4,0.0,"207,7"
Sotkamo Kuolaniemi,2019,7,30,-1.0,2019-07-30,8.7,7.0,"73,2"
Sotkamo Kuolaniemi,2019,7,31,-1.0,2019-07-31,9.5,7.0,"118,9"
Sotkamo Kuolaniemi,2019,8,1,-1.0,2019-08-01,13.1,8.0,"132,1"
Sotkamo Kuolaniemi,2019,8,2,-1.0,2019-08-02,10.7,7.0,"124,2"
Sotkamo Kuolaniemi,2019,8,3,-1.0,2019-08-03,9.9,8.0,"149,5"
Sotkamo Kuolaniemi,2019,8,4,-1.0,2019-08-04,10.8,7.0,"221,3"
Sotkamo Kuolaniemi,2019,8,5,-1.0,2019-08-05,10.6,7.0,"252,1"
Sotkamo Kuolaniemi,2019,8,6,-1.0,2019-08-06,9.5,7.0,96
Sotkamo Kuolaniemi,2019,8,7,-1.0,2019-08-07,11.0,0.0,"208,1"
Sotkamo Kuolaniemi,2019,8,8,-1.0,2019-08-08,12.3,0.0,"125,4"
Sotkamo Kuolaniemi,2019,8,9,-1.0,2019-08-09,12.7,0.0,"192,4"
Sotkamo Kuolaniemi,2019,8,10,-1.0,2019-08-10,12.9,7.0,"154,5"
Sotkamo Kuolaniemi,2019,8,11,-1.0,2019-08-11,13.6,1.0,"179,9"
Sotkamo Kuolaniemi,2019,8,12,-1.0,2019-08-12,12.6,6.0,"45,8"
Sotkamo Kuolaniemi,2019,8,13,-1.0,2019-08-13,13.3,8.0,"55,4"
Sotkamo Kuolaniemi,2019,8,14,-1.0,2019-08-14,14.4,7.0,"162,9"
Sotkamo Kuolaniemi,2019,8,15,-1.0,2019-08-15,12.7,7.0,"80,4"
Sotkamo Kuolaniemi,2019,8,16,-1.0,2019-08-16,13.5,7.0,"97,4"
Sotkamo Kuolaniemi,2019,8,17,-1.0,2019-08-17,15.2,0.0,"149,1"
Sotkamo Kuolaniemi,2019,8,18,-1.0,2019-08-18,16.1,4.0,"199,5"
Sotkamo Kuolaniemi,2019,8,19,-1.0,2019-08-19,13.5,0.0,"53,6"
Sotkamo Kuolaniemi,2019,8,20,-1.0,2019-08-20,15.1,7.0,"155,4"
Sotkamo Kuolaniemi,2019,8,21,-1.0,2019-08-21,14.8,0.0,"189,5"
Sotkamo Kuolaniemi,2019,8,22,-1.0,2019-08-22,13.2,7.0,"144,4"
Sotkamo Kuolaniemi,2019,8,23,-1.0,2019-08-23,11.1,0.0,"59,2"
Sotkamo Kuolaniemi,2019,8,24,-1.0,2019-08-24,13.1,7.0,144
Sotkamo Kuolaniemi,2019,8,25,-1.0,2019-08-25,12.6,0.0,"129,4"
Sotkamo Kuolaniemi,2019,8,26,-1.0,2019-08-26,14.8,7.0,"179,4"
Sotkamo Kuolaniemi,2019,8,27,-1.0,2019-08-27,15.5,0.0,"176,4"
Sotkamo Kuolaniemi,2019,8,28,-1.0,2019-08-28,18.6,2.0,"187,1"
Sotkamo Kuolaniemi,2019,8,29,-1.0,2019-08-29,18.1,0.0,170
Sotkamo Kuolaniemi,2019,8,30,-1.0,2019-08-30,15.9,0.0,"126,3"
Sotkamo Kuolaniemi,2019,8,31,-1.0,2019-08-31,16.4,7.0,"159,8"
Sotkamo Kuolaniemi,2019,9,1,-1.0,2019-09-01,17.2,2.0,"175,3"
Sotkamo Kuolaniemi,2019,9,2,-1.0,2019-09-02,16.5,0.0,"186,7"
Sotkamo Kuolaniemi,2019,9,3,-1.0,2019-09-03,13.3,3.0,"104,5"
Sotkamo Kuolaniemi,2019,9,4,-1.0,2019-09-04,12.7,1.0,"132,8"
Sotkamo Kuolaniemi,2019,9,5,-1.0,2019-09-05,13.4,2.0,71
Sotkamo Kuolaniemi,2019,9,6,-1.0,2019-09-06,12.4,7.0,"131,4"
Sotkamo Kuolaniemi,2019,9,7,-1.0,2019-09-07,11.6,0.0,"139,3"
Sotkamo Kuolaniemi,2019,9,8,-1.0,2019-09-08,12.2,7.0,"71,2"
Sotkamo Kuolaniemi,2019,9,9,-1.0,2019-09-09,12.7,7.0,"150,5"
Sotkamo Kuolaniemi,2019,9,10,-1.0,2019-09-10,13.1,6.0,"31,2"
Sotkamo Kuolaniemi,2019,9,11,-1.0,2019-09-11,15.6,8.0,"86,1"
Sotkamo Kuolaniemi,2019,9,12,-1.0,2019-09-12,13.2,8.0,"48,6"
Sotkamo Kuolaniemi,2019,9,13,-1.0,2019-09-13,10.5,7.0,"88,2"
Sotkamo Kuolaniemi,2019,9,14,-1.0,2019-09-14,7.9,7.0,"108,5"
Sotkamo Kuolaniemi,2019,9,15,-1.0,2019-09-15,5.5,0.0,"56,5"
Sotkamo Kuolaniemi,2019,9,16,-1.0,2019-09-16,6.6,8.0,"114,5"
Sotkamo Kuolaniemi,2019,9,17,-1.0,2019-09-17,6.7,7.0,72
Sotkamo Kuolaniemi,2019,9,18,-1.0,2019-09-18,4.5,0.0,"128,8"
Sotkamo Kuolaniemi,2019,9,19,-1.0,2019-09-19,3.4,0.0,"76,6"
Sotkamo Kuolaniemi,2019,9,20,-1.0,2019-09-20,3.6,0.0,"115,4"
Sotkamo Kuolaniemi,2019,9,21,-1.0,2019-09-21,4.0,0.0,"103,2"
Sotkamo Kuolaniemi,2019,9,22,-1.0,2019-09-22,2.4,0.0,"77,2"
Sotkamo Kuolaniemi,2019,9,23,-1.0,2019-09-23,2.1,0.0,"78,1"
Sotkamo Kuolaniemi,2019,9,24,-1.0,2019-09-24,2.3,8.0,"125,9"
Sotkamo Kuolaniemi,2019,9,25,-1.0,2019-09-25,4.1,7.0,"109,1"
Sotkamo Kuolaniemi,2019,9,26,-1.0,2019-09-26,7.3,8.0,38
Sotkamo Kuolaniemi,2019,9,27,-1.0,2019-09-27,7.1,8.0,"36,4"
Sotkamo Kuolaniemi,2019,9,28,-1.0,2019-09-28,6.5,7.0,"58,8"
Sotkamo Kuolaniemi,2019,9,29,-1.0,2019-09-29,7.7,7.0,"43,2"
Sotkamo Kuolaniemi,2019,9,30,-1.0,2019-09-30,8.7,8.0,"45,3"
Sotkamo Kuolaniemi,2019,10,1,-1.0,2019-10-01,9.2,8.0,"35,3"
Sotkamo Kuolaniemi,2019,10,2,-1.0,2019-10-02,3.6,8.0,"48,2"
Sotkamo Kuolaniemi,2019,10,3,-1.0,2019-10-03,1.4,7.0,"80,5"
Sotkamo Kuolaniemi,2019,10,4,-1.0,2019-10-04,0.6,7.0,24
Sotkamo Kuolaniemi,2019,10,5,-1.0,2019-10-05,1.5,8.0,"51,3"
Sotkamo Kuolaniemi,2019,10,6,-1.0,2019-10-06,2.7,8.0,"40,6"
Sotkamo Kuolaniemi,2019,10,7,-1.0,2019-10-07,2.5,7.0,"35,4"
Sotkamo Kuolaniemi,2019,10,8,-1.0,2019-10-08,0.6,8.0,"39,5"
Sotkamo Kuolaniemi,2019,10,9,-1.0,2019-10-09,0.7,8.0,"33,2"
Sotkamo Kuolaniemi,2019,10,10,-1.0,2019-10-10,1.4,7.0,"32,2"
Sotkamo Kuolaniemi,2019,10,11,-1.0,2019-10-11,5.0,7.0,"19,1"
Sotkamo Kuolaniemi,2019,10,12,-1.0,2019-10-12,6.0,8.0,"30,5"
Sotkamo Kuolaniemi,2019,10,13,-1.0,2019-10-13,1.0,8.0,"22,6"
Sotkamo Kuolaniemi,2019,10,14,-1.0,2019-10-14,0.9,8.0,"28,3"
Sotkamo Kuolaniemi,2019,10,15,-1.0,2019-10-15,0.5,8.0,"46,9"
Sotkamo Kuolaniemi,2019,10,16,-1.0,2019-10-16,0.7,7.0,"16,5"
Sotkamo Kuolaniemi,2019,10,17,-1.0,2019-10-17,0.3,9.0,"22,2"
Sotkamo Kuolaniemi,2019,10,18,3.0,2019-10-18,0.7,8.0,"8,9"
Sotkamo Kuolaniemi,2019,10,19,-1.0,2019-10-19,4.8,9.0,"9,2"
Sotkamo Kuolaniemi,2019,10,20,2.0,2019-10-20,0.3,8.0,24
Sotkamo Kuolaniemi,2019,10,21,-1.0,2019-10-21,-0.5,8.0,"23,2"
Sotkamo Kuolaniemi,2019,10,22,2.0,2019-10-22,3.0,8.0,"6,5"
Sotkamo Kuolaniemi,2019,10,23,-1.0,2019-10-23,4.8,5.0,"42,4"
Sotkamo Kuolaniemi,2019,10,24,-1.0,2019-10-24,4.2,0.0,"8,7"
Sotkamo Kuolaniemi,2019,10,25,-1.0,2019-10-25,8.5,8.0,18
Sotkamo Kuolaniemi,2019,10,26,-1.0,2019-10-26,2.3,7.0,"11,1"
Sotkamo Kuolaniemi,2019,10,27,2.0,2019-10-27,-1.3,8.0,"13,3"
Sotkamo Kuolaniemi,2019,10,28,2.0,2019-10-28,-4.0,8.0,"19,7"
Sotkamo Kuolaniemi,2019,10,29,4.0,2019-10-29,-5.1,7.0,"21,3"
Sotkamo Kuolaniemi,2019,10,30,4.0,2019-10-30,-5.2,8.0,"14,8"
Sotkamo Kuolaniemi,2019,10,31,11.0,2019-10-31,-1.4,7.0,"12,7"
Sotkamo Kuolaniemi,2019,11,1,10.0,2019-11-01,-5.1,8.0,"14,9"
Sotkamo Kuolaniemi,2019,11,2,9.0,2019-11-02,-2.6,8.0,"10,9"
Sotkamo Kuolaniemi,2019,11,3,16.0,2019-11-03,-0.9,8.0,"11,5"
Sotkamo Kuolaniemi,2019,11,4,16.0,2019-11-04,-7.1,8.0,"31,2"
Sotkamo Kuolaniemi,2019,11,5,15.0,2019-11-05,-12.4,7.0,"27,7"
Sotkamo Kuolaniemi,2019,11,6,15.0,2019-11-06,-12.0,7.0,"18,8"
Sotkamo Kuolaniemi,2019,11,7,15.0,2019-11-07,-9.3,8.0,"11,1"
Sotkamo Kuolaniemi,2019,11,8,15.0,2019-11-08,-6.8,8.0,"7,9"
Sotkamo Kuolaniemi,2019,11,9,15.0,2019-11-09,-4.3,8.0,"6,5"
Sotkamo Kuolaniemi,2019,11,10,22.0,2019-11-10,-3.1,8.0,"6,4"
Sotkamo Kuolaniemi,2019,11,11,27.0,2019-11-11,-2.4,8.0,"5,8"
Sotkamo Kuolaniemi,2019,11,12,26.0,2019-11-12,-3.5,8.0,"9,2"
Sotkamo Kuolaniemi,2019,11,13,27.0,2019-11-13,-1.0,8.0,"6,4"
Sotkamo Kuolaniemi,2019,11,14,25.0,2019-11-14,1.9,8.0,4
Sotkamo Kuolaniemi,2019,11,15,19.0,2019-11-15,0.1,8.0,"7,6"
Sotkamo Kuolaniemi,2019,11,16,18.0,2019-11-16,-1.1,8.0,"7,6"
Sotkamo Kuolaniemi,2019,11,17,19.0,2019-11-17,-2.3,8.0,"3,9"
Sotkamo Kuolaniemi,2019,11,18,23.0,2019-11-18,0.3,9.0,"5,2"
Sotkamo Kuolaniemi,2019,11,19,19.0,2019-11-19,1.9,7.0,"2,3"
Sotkamo Kuolaniemi,2019,11,20,11.0,2019-11-20,2.6,8.0,"1,7"
Sotkamo Kuolaniemi,2019,11,21,6.0,2019-11-21,2.0,8.0,"2,7"
Sotkamo Kuolaniemi,2019,11,22,4.0,2019-11-22,0.5,8.0,"3,7"
Sotkamo Kuolaniemi,2019,11,23,3.0,2019-11-23,-2.2,8.0,"1,6"
Sotkamo Kuolaniemi,2019,11,24,4.0,2019-11-24,-3.2,8.0,"4,3"
Sotkamo Kuolaniemi,2019,11,25,4.0,2019-11-25,-3.3,8.0,"2,6"
Sotkamo Kuolaniemi,2019,11,26,5.0,2019-11-26,-0.9,7.0,"3,2"
Sotkamo Kuolaniemi,2019,11,27,12.0,2019-11-27,-8.2,7.0,"6,5"
Sotkamo Kuolaniemi,2019,11,28,15.0,2019-11-28,-4.1,8.0,"2,6"
Sotkamo Kuolaniemi,2019,11,29,18.0,2019-11-29,-1.8,8.0,"2,1"
Sotkamo Kuolaniemi,2019,11,30,25.0,2019-11-30,-6.8,7.0,"4,3"
Sotkamo Kuolaniemi,2019,12,1,25.0,2019-12-01,-6.2,0.0,"6,3"
Sotkamo Kuolaniemi,2019,12,2,23.0,2019-12-02,-3.8,7.0,"4,3"
Sotkamo Kuolaniemi,2019,12,3,23.0,2019-12-03,-5.1,3.0,"5,9"
Sotkamo Kuolaniemi,2019,12,4,26.0,2019-12-04,0.2,8.0,"2,7"
Sotkamo Kuolaniemi,2019,12,5,24.0,2019-12-05,1.7,7.0,"2,9"
Sotkamo Kuolaniemi,2019,12,6,20.0,2019-12-06,0.1,8.0,"1,8"
Sotkamo Kuolaniemi,2019,12,7,19.0,2019-12-07,-0.2,8.0,"2,2"
Sotkamo Kuolaniemi,2019,12,8,26.0,2019-12-08,-1.8,8.0,"2,6"
Sotkamo Kuolaniemi,2019,12,9,32.0,2019-12-09,-2.0,8.0,"2,4"
Sotkamo Kuolaniemi,2019,12,10,31.0,2019-12-10,-10.8,8.0,"3,6"
Sotkamo Kuolaniemi,2019,12,11,29.0,2019-12-11,-4.8,0.0,"1,3"
Sotkamo Kuolaniemi,2019,12,12,28.0,2019-12-12,-0.2,8.0,"1,8"
Sotkamo Kuolaniemi,2019,12,13,27.0,2019-12-13,-0.7,8.0,1
Sotkamo Kuolaniemi,2019,12,14,27.0,2019-12-14,0.0,8.0,"0,8"
Sotkamo Kuolaniemi,2019,12,15,26.0,2019-12-15,-0.2,8.0,"0,9"
Sotkamo Kuolaniemi,2019,12,16,31.0,2019-12-16,-1.5,8.0,"2,8"
Sotkamo Kuolaniemi,2019,12,17,30.0,2019-12-17,-0.6,8.0,"2,2"
Sotkamo Kuolaniemi,2019,12,18,30.0,2019-12-18,-2.5,8.0,"1,6"
Sotkamo Kuolaniemi,2019,12,19,29.0,2019-12-19,-3.5,8.0,"2,2"
Sotkamo Kuolaniemi,2019,12,20,29.0,2019-12-20,-2.3,8.0,"1,5"
Sotkamo Kuolaniemi,2019,12,21,28.0,2019-12-21,0.0,8.0,"1,7"
Sotkamo Kuolaniemi,2019,12,22,27.0,2019-12-22,-0.4,7.0,"1,8"
Sotkamo Kuolaniemi,2019,12,23,29.0,2019-12-23,0.3,8.0,"1,5"
Sotkamo Kuolaniemi,2019,12,24,27.0,2019-12-24,-0.8,8.0,"1,9"
Sotkamo Kuolaniemi,2019,12,25,27.0,2019-12-25,-2.1,9.0,"1,8"
Sotkamo Kuolaniemi,2019,12,26,29.0,2019-12-26,-4.0,8.0,"1,5"
Sotkamo Kuolaniemi,2019,12,27,30.0,2019-12-27,-8.0,1.0,"2,3"
Sotkamo Kuolaniemi,2019,12,28,28.0,2019-12-28,-14.6,2.0,"3,4"
Sotkamo Kuolaniemi,2019,12,29,29.0,2019-12-29,-3.5,5.0,"0,7"
Sotkamo Kuolaniemi,2019,12,30,31.0,2019-12-30,2.0,8.0,"2,4"
Sotkamo Kuolaniemi,2019,12,31,28.0,2019-12-31,-3.6,8.0,"2,4"
Sotkamo Kuolaniemi,2020,1,1,28.0,2020-01-01,-2.6,1.0,"2,1"
Sotkamo Kuolaniemi,2020,1,2,30.0,2020-01-02,3.2,7.0,"3,4"
Sotkamo Kuolaniemi,2020,1,3,27.0,2020-01-03,2.1,0.0,1
Sotkamo Kuolaniemi,2020,1,4,23.0,2020-01-04,-2.5,7.0,"1,1"
Sotkamo Kuolaniemi,2020,1,5,24.0,2020-01-05,-7.8,7.0,"4,5"
Sotkamo Kuolaniemi,2020,1,6,25.0,2020-01-06,-2.4,7.0,"2,3"
Sotkamo Kuolaniemi,2020,1,7,24.0,2020-01-07,1.1,8.0,
Sotkamo Kuolaniemi,2020,1,8,22.0,2020-01-08,2.4,8.0,
Sotkamo Kuolaniemi,2020,1,9,18.0,2020-01-09,-0.1,0.0,
Sotkamo Kuolaniemi,2020,1,10,17.0,2020-01-10,-2.5,0.0,
Sotkamo Kuolaniemi,2020,1,11,17.0,2020-01-11,-3.4,8.0,
Sotkamo Kuolaniemi,2020,1,12,19.0,2020-01-12,0.6,8.0,
Sotkamo Kuolaniemi,2020,1,13,18.0,2020-01-13,-2.5,0.0,
Sotkamo Kuolaniemi,2020,1,14,18.0,2020-01-14,-0.3,7.0,"3,1"
Sotkamo Kuolaniemi,2020,1,15,19.0,2020-01-15,1.2,8.0,2
Sotkamo Kuolaniemi,2020,1,16,22.0,2020-01-16,0.1,8.0,"3,3"
