Observation station,Year,Month,Day,Time [Local time],Snow depth mean [cm]
Sodankylä Tähtelä,2014,5,24,00:00,-
Sodankylä Tähtelä,2014,5,25,00:00,-0.1
Sodankylä Tähtelä,2014,5,26,00:00,-0.1
Sodankylä Tähtelä,2014,5,27,00:00,-
Sodankylä Tähtelä,2014,5,28,00:00,-0.1
Sodankylä Tähtelä,2014,5,29,00:00,-0.1
Sodankylä Tähtelä,2014,5,30,00:00,-0.1
Sodankylä Tähtelä,2014,5,31,00:00,-0.1
Sodankylä Tähtelä,2014,6,1,00:00,-0.1
Sodankylä Tähtelä,2014,6,2,00:00,-0.1
Sodankylä Tähtelä,2014,6,3,00:00,-0.1
Sodankylä Tähtelä,2014,6,4,00:00,-0.1
Sodankylä Tähtelä,2014,6,5,00:00,-0.1
Sodankylä Tähtelä,2014,6,6,00:00,-
-,2014,6,7,00:00,-
Sodankylä Tähtelä,2014,6,8,00:00,-0.1
Sodankylä Tähtelä,2014,6,9,00:00,-0.2
Sodankylä Tähtelä,2014,6,10,00:00,-0.1
Sodankylä Tähtelä,2014,6,11,00:00,-0.1
Sodankylä Tähtelä,2014,6,12,00:00,-0.1
Sodankylä Tähtelä,2014,6,13,00:00,-0.1
Sodankylä Tähtelä,2014,6,14,00:00,-0.1
Sodankylä Tähtelä,2014,6,15,00:00,-0.1
Sodankylä Tähtelä,2014,6,16,00:00,-0.1
Sodankylä Tähtelä,2014,6,17,00:00,-0.1
Sodankylä Tähtelä,2014,6,18,00:00,-0.1
Sodankylä Tähtelä,2014,6,19,00:00,-0.1
Sodankylä Tähtelä,2014,6,20,00:00,-0.1
Sodankylä Tähtelä,2014,6,21,00:00,-0.1
Sodankylä Tähtelä,2014,6,22,00:00,-0.1
Sodankylä Tähtelä,2014,6,23,00:00,-0.1
Sodankylä Tähtelä,2014,6,24,00:00,-0.1
Sodankylä Tähtelä,2014,6,25,00:00,-0.1
Sodankylä Tähtelä,2014,6,26,00:00,-0.1
Sodankylä Tähtelä,2014,6,27,00:00,-0.1
Sodankylä Tähtelä,2014,6,28,00:00,-0.1
Sodankylä Tähtelä,2014,6,29,00:00,-0.1
Sodankylä Tähtelä,2014,6,30,00:00,-0.1
Sodankylä Tähtelä,2014,7,1,00:00,-0.1
Sodankylä Tähtelä,2014,7,2,00:00,-0.1
Sodankylä Tähtelä,2014,7,3,00:00,-0.1
Sodankylä Tähtelä,2014,7,4,00:00,-0.1
Sodankylä Tähtelä,2014,7,5,00:00,-
-,2014,7,6,00:00,-
Sodankylä Tähtelä,2014,7,7,00:00,-0.2
Sodankylä Tähtelä,2014,7,8,00:00,-0.2
Sodankylä Tähtelä,2014,7,9,00:00,-0.3
Sodankylä Tähtelä,2014,7,10,00:00,-
-,2014,7,11,00:00,-
Sodankylä Tähtelä,2014,7,12,00:00,-0.2
Sodankylä Tähtelä,2014,7,13,00:00,-
-,2014,7,14,00:00,-
-,2014,7,15,00:00,-
Sodankylä Tähtelä,2014,7,16,00:00,-0.1
Sodankylä Tähtelä,2014,7,17,00:00,-0.1
Sodankylä Tähtelä,2014,7,18,00:00,-0.1
Sodankylä Tähtelä,2014,7,19,00:00,-0.1
Sodankylä Tähtelä,2014,7,20,00:00,-0.1
Sodankylä Tähtelä,2014,7,21,00:00,-0.1
Sodankylä Tähtelä,2014,7,22,00:00,-0.1
Sodankylä Tähtelä,2014,7,23,00:00,-0.1
Sodankylä Tähtelä,2014,7,24,00:00,-0.1
Sodankylä Tähtelä,2014,7,25,00:00,-0.1
Sodankylä Tähtelä,2014,7,26,00:00,-0.1
Sodankylä Tähtelä,2014,7,27,00:00,-0.1
Sodankylä Tähtelä,2014,7,28,00:00,-0.1
Sodankylä Tähtelä,2014,7,29,00:00,-0.1
Sodankylä Tähtelä,2014,7,30,00:00,-0.1
Sodankylä Tähtelä,2014,7,31,00:00,-0.1
Sodankylä Tähtelä,2014,8,1,00:00,-0.1
Sodankylä Tähtelä,2014,8,2,00:00,-0.1
Sodankylä Tähtelä,2014,8,3,00:00,-0.1
Sodankylä Tähtelä,2014,8,4,00:00,-0.1
Sodankylä Tähtelä,2014,8,5,00:00,-0.1
Sodankylä Tähtelä,2014,8,6,00:00,-0.5
Sodankylä Tähtelä,2014,8,7,00:00,-0.2
Sodankylä Tähtelä,2014,8,8,00:00,-0.1
Sodankylä Tähtelä,2014,8,9,00:00,-0.1
Sodankylä Tähtelä,2014,8,10,00:00,-0.1
Sodankylä Tähtelä,2014,8,11,00:00,-0.1
Sodankylä Tähtelä,2014,8,12,00:00,-0.1
Sodankylä Tähtelä,2014,8,13,00:00,-0.1
Sodankylä Tähtelä,2014,8,14,00:00,-0.1
Sodankylä Tähtelä,2014,8,15,00:00,-0.1
Sodankylä Tähtelä,2014,8,16,00:00,-0.1
Sodankylä Tähtelä,2014,8,17,00:00,-0.1
Sodankylä Tähtelä,2014,8,18,00:00,-
-,2014,8,19,00:00,-
-,2014,8,20,00:00,-
-,2014,8,21,00:00,-
-,2014,8,22,00:00,-
-,2014,8,23,00:00,-
-,2014,8,24,00:00,-
-,2014,8,25,00:00,-
-,2014,8,26,00:00,-
-,2014,8,27,00:00,-
-,2014,8,28,00:00,-
-,2014,8,29,00:00,-
-,2014,8,30,00:00,-
-,2014,8,31,00:00,-
-,2014,9,1,00:00,-
-,2014,9,2,00:00,-
-,2014,9,3,00:00,-
-,2014,9,4,00:00,-
-,2014,9,5,00:00,-
-,2014,9,6,00:00,-
-,2014,9,7,00:00,-
-,2014,9,8,00:00,-
-,2014,9,9,00:00,-
-,2014,9,10,00:00,-
-,2014,9,11,00:00,-
-,2014,9,12,00:00,-
-,2014,9,13,00:00,-
-,2014,9,14,00:00,-
-,2014,9,15,00:00,-
-,2014,9,16,00:00,-
-,2014,9,17,00:00,-
-,2014,9,18,00:00,-
-,2014,9,19,00:00,-
Sodankylä Tähtelä,2014,9,20,00:00,-0.1
Sodankylä Tähtelä,2014,9,21,00:00,-0.1
Sodankylä Tähtelä,2014,9,22,00:00,-0.1
Sodankylä Tähtelä,2014,9,23,00:00,-0.1
Sodankylä Tähtelä,2014,9,24,00:00,0.8
Sodankylä Tähtelä,2014,9,25,00:00,1.6
Sodankylä Tähtelä,2014,9,26,00:00,0
Sodankylä Tähtelä,2014,9,27,00:00,0
Sodankylä Tähtelä,2014,9,28,00:00,0
Sodankylä Tähtelä,2014,9,29,00:00,0
Sodankylä Tähtelä,2014,9,30,00:00,0
Sodankylä Tähtelä,2014,10,1,00:00,0
Sodankylä Tähtelä,2014,10,2,00:00,0
Sodankylä Tähtelä,2014,10,3,00:00,0
Sodankylä Tähtelä,2014,10,4,00:00,0
Sodankylä Tähtelä,2014,10,5,00:00,0
Sodankylä Tähtelä,2014,10,6,00:00,0
Sodankylä Tähtelä,2014,10,7,00:00,0
Sodankylä Tähtelä,2014,10,8,00:00,0
Sodankylä Tähtelä,2014,10,9,00:00,0
Sodankylä Tähtelä,2014,10,10,00:00,0
Sodankylä Tähtelä,2014,10,11,00:00,0
Sodankylä Tähtelä,2014,10,12,00:00,0
Sodankylä Tähtelä,2014,10,13,00:00,0
Sodankylä Tähtelä,2014,10,14,00:00,0
Sodankylä Tähtelä,2014,10,15,00:00,0
Sodankylä Tähtelä,2014,10,16,00:00,0
Sodankylä Tähtelä,2014,10,17,00:00,0
Sodankylä Tähtelä,2014,10,18,00:00,0
Sodankylä Tähtelä,2014,10,19,00:00,0
Sodankylä Tähtelä,2014,10,20,00:00,0
Sodankylä Tähtelä,2014,10,21,00:00,0
Sodankylä Tähtelä,2014,10,22,00:00,0
Sodankylä Tähtelä,2014,10,23,00:00,0
Sodankylä Tähtelä,2014,10,24,00:00,1.5
Sodankylä Tähtelä,2014,10,25,00:00,7.2
Sodankylä Tähtelä,2014,10,26,00:00,3.4
Sodankylä Tähtelä,2014,10,27,00:00,0
Sodankylä Tähtelä,2014,10,28,00:00,0
Sodankylä Tähtelä,2014,10,29,00:00,0
Sodankylä Tähtelä,2014,10,30,00:00,0
Sodankylä Tähtelä,2014,10,31,00:00,0
Sodankylä Tähtelä,2014,11,1,00:00,0
Sodankylä Tähtelä,2014,11,2,00:00,4
Sodankylä Tähtelä,2014,11,3,00:00,3.3
Sodankylä Tähtelä,2014,11,4,00:00,0
Sodankylä Tähtelä,2014,11,5,00:00,0
Sodankylä Tähtelä,2014,11,6,00:00,0
Sodankylä Tähtelä,2014,11,7,00:00,0
Sodankylä Tähtelä,2014,11,8,00:00,0
Sodankylä Tähtelä,2014,11,9,00:00,0.3
Sodankylä Tähtelä,2014,11,10,00:00,1
Sodankylä Tähtelä,2014,11,11,00:00,0.2
Sodankylä Tähtelä,2014,11,12,00:00,1.9
Sodankylä Tähtelä,2014,11,13,00:00,2
Sodankylä Tähtelä,2014,11,14,00:00,1.9
Sodankylä Tähtelä,2014,11,15,00:00,1.9
Sodankylä Tähtelä,2014,11,16,00:00,2.2
Sodankylä Tähtelä,2014,11,17,00:00,3.8
Sodankylä Tähtelä,2014,11,18,00:00,5
Sodankylä Tähtelä,2014,11,19,00:00,4.8
Sodankylä Tähtelä,2014,11,20,00:00,5
Sodankylä Tähtelä,2014,11,21,00:00,5
Sodankylä Tähtelä,2014,11,22,00:00,5
Sodankylä Tähtelä,2014,11,23,00:00,5
Sodankylä Tähtelä,2014,11,24,00:00,6.2
Sodankylä Tähtelä,2014,11,25,00:00,9
Sodankylä Tähtelä,2014,11,26,00:00,9.9
Sodankylä Tähtelä,2014,11,27,00:00,9.9
Sodankylä Tähtelä,2014,11,28,00:00,9.6
Sodankylä Tähtelä,2014,11,29,00:00,9
Sodankylä Tähtelä,2014,11,30,00:00,8.8
Sodankylä Tähtelä,2014,12,1,00:00,8.1
Sodankylä Tähtelä,2014,12,2,00:00,12.6
Sodankylä Tähtelä,2014,12,3,00:00,20.2
Sodankylä Tähtelä,2014,12,4,00:00,23.4
Sodankylä Tähtelä,2014,12,5,00:00,23.1
Sodankylä Tähtelä,2014,12,6,00:00,21.4
Sodankylä Tähtelä,2014,12,7,00:00,21
Sodankylä Tähtelä,2014,12,8,00:00,21.4
Sodankylä Tähtelä,2014,12,9,00:00,21.3
Sodankylä Tähtelä,2014,12,10,00:00,23.8
Sodankylä Tähtelä,2014,12,11,00:00,29.8
Sodankylä Tähtelä,2014,12,12,00:00,30
Sodankylä Tähtelä,2014,12,13,00:00,31.2
Sodankylä Tähtelä,2014,12,14,00:00,30.4
Sodankylä Tähtelä,2014,12,15,00:00,32.3
Sodankylä Tähtelä,2014,12,16,00:00,34.9
Sodankylä Tähtelä,2014,12,17,00:00,35.5
Sodankylä Tähtelä,2014,12,18,00:00,37.8
Sodankylä Tähtelä,2014,12,19,00:00,36.9
Sodankylä Tähtelä,2014,12,20,00:00,39.1
Sodankylä Tähtelä,2014,12,21,00:00,40.4
Sodankylä Tähtelä,2014,12,22,00:00,39.1
Sodankylä Tähtelä,2014,12,23,00:00,38.6
Sodankylä Tähtelä,2014,12,24,00:00,38
Sodankylä Tähtelä,2014,12,25,00:00,38
Sodankylä Tähtelä,2014,12,26,00:00,37.9
Sodankylä Tähtelä,2014,12,27,00:00,38
Sodankylä Tähtelä,2014,12,28,00:00,38
Sodankylä Tähtelä,2014,12,29,00:00,38.2
Sodankylä Tähtelä,2014,12,30,00:00,42.2
Sodankylä Tähtelä,2014,12,31,00:00,44
